Tweet,Suicide,Tweet_pt
Tim Fischer was on to talk about his love for his family and hisâ¦,Not Suicide post,Tim Fischer estava lá para falar sobre seu amor por sua família e sua...
All I want rn is to get home and take a fucking shower and die,Potential Suicide post ,Tudo o que eu quero agora é voltar para casa e tomar um banho de merda e morrer.
"@Kaschua no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome.",Not Suicide post,"@Kaschua não!, eu só queria saber se você achava que colocar coisas no seu gato era fobia em vez de filiação. Prazer dos gatinhos com a casa!"
RT @TheOceaneOpz: I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 games thâ¦,Potential Suicide post ,"RT @TheOceaneOpz: Eu odeio meu nome do PSN, cara! Eu gostaria que eu tivesse me chamado Powerpuff234... Há pelo menos uma pessoa em cada 2-3 jogos que tem um nome igual ao seu."
hello new follwers,Not Suicide post,Olá novos seguidores
"Oops again, its t w i t t e r....",Not Suicide post,"Oops novamente, é o t w i t t e r...."
"Man I want Sancho to succeed here so badly. He’s a superstar, just needs to believe it again",Not Suicide post,"Homem eu quero que Sancho dê certo aqui tão mal. Ele é um superastro, ele só precisa acreditar novamente."
@LaraRhiannon http://twitpic.com/2ybtf - Thats just the brilliance of Tim coming out ..,Not Suicide post,@LaraRhiannon http://twitpic.com/2ybtf - É só a brilhantismo de Tim saindo...
@Thehodge that is pretty awesome! it makes me want a smart car now! (and a cup of tea),Not Suicide post,@thehodge isso é bem legal! Faz-me querer um carro inteligente agora mesmo! (e uma xícara de chá)
"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",Not Suicide post,"RT @TigrisSafaris: O Pica-pau-azul-indiano, um pássaro considerado auspicioso na Índia. #ÍndiaIncrível #TigrisSafaris #fotododia #fotofauna"
@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,Not Suicide post,@MargB1509 É o mesmo aqui na Nova Zelândia também. Estou ansioso para eles começarem novamente já! Boa noite!
YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,Potential Suicide post ,Você me faz chorar a noite toda e você nem sequer sabe!
"late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3",Not Suicide post,Jogos à noite com os caras. Tempos divertidos. [ontem foi um dia animado também] <3
tonight's the last time i'll sport this Milla-Jovovich-esque hair http://tinyurl.com/6yabk6 ) will finally have a straight do tomorrow,Not Suicide post,Hoje à noite é a última vez que vou usar esse cabelo Milla Jovovich-esque http://tinyurl.com/6yabk6 ) amanhã finalmente terei um cabelo liso.
#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,Not Suicide post,"#CloudForce é a tendência número um! Estou surpreso, mas não poderia ter gostado mais disso!"
Our plans are coming together nicely! I am very happy indeed today,Not Suicide post,Nossos planos estão indo bem! Estou muito feliz hoje em dia.
"is laughing , i cant believe flea attacks dougie xx",Not Suicide post,"está rindo, eu não acredito que os pulgas atacaram o Dougie xx"
some people tweets a lot.ThatÃ¯Â¿Â½s cool...I guess,Not Suicide post,algumas pessoas tweetam muito.Isso é legal...acho.
@starrymilkteaa WOW I AM ADDING THAY TO MY LIST OF SHIT TO LISTEN TO WHEN I WANT TO DIE,Potential Suicide post ,@starrymilktea Eu estou adicionando isso à minha lista de coisas para ouvir quando quiser morrer.
"@therealRC12,,Honestly I dont want to be here anymore....",Potential Suicide post ,"""@therealRC12, Honestamente eu não quero estar aqui mais..."""
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop ,Potential Suicide post ,"Minha diagnóstico não oficial é transtorno bipolar esquizoafetivo. Foi um pesadelo com muito teste e erro, com todas as espécies de terapias. Minha medicação, uma mistura de cerca de 20 comprimidos por dia, me levou a um ponto em que posso funcionar dia após dia. Não sei como estou me sentindo agora, mas o que eu sei é que quero que isso pare"
"When I die, I want to have a closed casket service at my memorial. Then I want them to play âPop Goes The Weaselâ aâ¦ https://t.co/C4bKrK029g",Potential Suicide post ,"Quando eu morrer, quero ter um serviço de caixão fechado em meu memorial. Em seguida, quero que toquem âPop Goes The Weaselâ aâ¦ https://t.co/C4bKrK029g"
Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong,Not Suicide post,"Comemorando uma pequena vitória bancária (que é banco com um ""b""). Conseguimos que ele admitisse estar errado."
maybe i hate myself,Potential Suicide post ,talvez eu odeie a mim mesmo
Iâm tired of living the regular life ð¤£,Potential Suicide post ,Estou cansado de viver a vida normal.
RT @Yaanayanaa: Iâm tired of living like thisð,Potential Suicide post ,ESTOU TIRADO DE VIVER ASSIM.
@thefreerpgblog Glad you enjoyed it!,Not Suicide post,@thefreerpgblog Obrigado de ter gostado!
"To no one: I'm not fucking okay, stop asking me if I am. Stop asking me what's wrong. If I knew then I'd fucking saâ¦ https://t.co/iIXwUtp35x",Potential Suicide post ,"Para ninguém: Eu não estou bem, pare de perguntar se eu estou. Pare de perguntar o que está errado. Se eu soubesse, eu estava fodido..."
"@mikedignammusic hey, your stuff's quite good can you get it on itunes?",Not Suicide post,"@mikedignammusic e aí, seu material é bem legal, você consegue colocar no itunes?"
"If you want to win, first you need to understand the game that you’re playing.",Not Suicide post,"Se você quiser ganhar, primeiro você precisa entender o jogo que está jogando."
http://twitpic.com/2y7tc - My bby is so adorable,Not Suicide post,Minha bebê é tão adorável.
@willconley777 Thanks for helping share the PostRank love.,Not Suicide post,@willconley777 Obrigado por ajudar a compartilhar o amor pelo PostRank.
"interesting to note how twitter is like branding..the more you tweet, the more people follow - thanks for the follow Alister, Mark, Greg",Not Suicide post,"interessante notar como o Twitter é como uma marca...mais você twitta, mais as pessoas seguem - obrigado pela seguir Alister, Mark, Greg."
#spbpuk we've got a snorer in the IT Pro track! Really it's quite interesting,Not Suicide post,#spbpuk Temos um roncador na pista do IT Pro! Realmente é muito interessante
@cydneyw http://twitpic.com/2nvz6 - We're both famous,Not Suicide post,@cydneyw http://twitpic.com/2nvz6 - Somos ambos famosos
@ravogd my weird dreams are a part of my life now and make me who i am xxxxxxxxx,Not Suicide post,Meus sonhos estranhos agora fazem parte da minha vida e me tornam quem eu sou xxxxxxxxxxxx
tired of living this lonely life,Potential Suicide post ,tédio de viver essa vida solitária
@helicon: that is opt-in DM invites!,Not Suicide post,@helicon: isso é convite de DM por opção!
"He:I knew that even if I reached my dream, it could not be everything. I love you. I was sick that we could get tirâ¦ https://t.co/Vg9o3u1JZh",Potential Suicide post ,"Eu sabia que mesmo se eu alcançasse meu sonho, ele não poderia ser tudo. Eu te amo. Estava doente de saber que poderíamos perder..."
"Good morning, everyone! I hope you have a great start to the day! *raises cup of coffee*",Not Suicide post,"Bom dia, todos! Espero que vocês tenham um ótimo início do dia! *levanta xícara de café*"
@LukesMummy He was a very good boy. He looks even cuter now. If such a thing were possible.,Not Suicide post,@LukesMummy Ele era um menino muito bom. Ele até parece ainda mais lindo agora. Se isso fosse possível.
i want to kill him,Not Suicide post,Quero matá-lo.
Appreciate and be grateful for every given moment and live your life with love + joy #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,Not Suicide post,Aprenda a apreciar e ser grato por cada momento dado e viva sua vida com amor + alegria #DesfruteDaVida #DesfruteDosAmigos https://t.co/1Qwj7Jtq8N
"i'm fucking tired of people's tweet today omg stop treating romance like it revolves around everything, you won't dâ¦ https://t.co/nNvLE2ehr5",Potential Suicide post ,"Estou farto de pessoas postando tweets hoje em dia. Omg, parem de tratar o romance como se tudo girasse em torno disso, vocês não vão resolver nada assim."
@micheal25 Have a great day back at ya,Not Suicide post,@micheal25 Tenha um ótimo dia de volta pra você!
@R1B Too bad. Make it a good show,Not Suicide post,@R1B Pena. Faça um bom espetáculo.
The jobs front doesnt look so bleak today !!,Not Suicide post,A frente de empregos não parece tão sombria hoje!!
My work schedule for next week makes me want to DIE Iâm not ready,Potential Suicide post ,Meu horário de trabalho para a próxima semana me faz querer MORRER Eu não estou preparado(a).
@JamesRandom ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,Not Suicide post,@JamesRandom ye!! Mas eu ainda prefiro imaginar meu pai como algum super-estrela americana do que apenas um vagabundo ^^. Isso me deixa feliz.
RT @goghsreddevils: @bosco_dumpling @CoachLanter @Cam3ronmb @Gtownfootball1 Congratulations to Coach Lanter for winning his first career gaâ¦,Not Suicide post,RT @goghsreddevils: @bosco_dumpling @CoachLanter @Cam3ronmb @Gtownfootball1 Parabéns ao treinador Lanter por ganhar seu primeiro jogo de carreira...
"RT @shxxyellowbin: Oh my heart hurts so good. I love you babe, so bad. @ikon_shxxbi https://t.co/aH5aObf60j",Not Suicide post,"RT @shxxyellowbin: Meu coração dói tão bem. Eu amo você, bebê, tão mal. @ikon_shxxbi https://t.co/aH5aObf60j"
"@lilbluezcluez,crawling out of hell,i dont want to be here anymore",Potential Suicide post ,"@lilbluezcluez,escorregando para fora do inferno,não quero estar aqui mais"
sbux is exclusively playing rostam and beck i am loving it,Not Suicide post,sbux está exclusivamente tocando rosta e beck eu estou me apaixonando por isso
Off work. Resisting the urge to go home and just fucking sleep forever tbh.,Potential Suicide post ,"Férias. Resistindo ao impulso de ir para casa e simplesmente dormir para sempre, sinceramente."
@alexakesson follow @hedge_funds,Not Suicide post,@AlexaKessorn Siga @hedge_fundos
"@julienviet the fluider an interface, the better, regardless of the purpose",Not Suicide post,"@julienviet a fluído é uma interface, melhor, independentemente do propósito"
@beijingboyce Who is @Maotai? I like Maotai spirit very much!,Not Suicide post,@beijingboyce Quem é o @Maotai? Eu gosto muito do espírito do Maotai!
IM REALLY ABOUT TO KMS CAUSE THIS DAMN TEST OMG I HATE MYSELF FOR NOT REMEMBERING ITS TODAY,Potential Suicide post ,"ESTOU PRESTES A MORRER DE RAIVA PORQUE ESTA CONTA É DÁDICA, EU ODIO MEU PRÓPRIO PÉ POR NÃO TER LEMBRADO QUE ERA HOJE."
@stbalkcom do u know ur joe is on here now?,Not Suicide post,@stbalkcom você sabe que seu Joe está aqui agora?
now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,Not Suicide post,"Agora é hora do rato para o mouse pad, para uma noite longa e longa à frente! É assim que você sabe que ama!"
"@meedee64 Coooeee, How's your day been",Not Suicide post,@meedee64 Ooooouuuu! Como foi seu dia?
"I don't care how frightening it will be, I want to go ahead.",Not Suicide post,"Eu não me importo com a quantidade de medo que isso vai causar, quero continuar em frente."
@shotdown i like the picture,Not Suicide post,@caído gostei da foto
i just rlly cant wait for all old white ppl to fuckijg die out !!!! im so tired of gen x &amp; y and baby boomers literâ¦ https://t.co/ucZdBw2WHv,Potential Suicide post ,Eu estou simplesmente cansado de Gen X e Y e Baby Boomers literalmente tudo.
"Home. Had uni today, got results back :HD, YEHHH! Its been 3 yrs, why am i always thinking of the wat ifs?",Not Suicide post,"Casa. Tive aula de universidade hoje, recebi os resultados: HD, YEHHH! Foi 3 anos, por que estou sempre pensando nos quês?"
can i move out already im tired of living with this old hag,Potential Suicide post ,posso sair já estou cansado de viver com essa velha e feia
"okay but lets be real, why am I really still here ? Iâm nothing but an annoying ass, useless, talentless person canâ¦ https://t.co/znSHgBu1JZ",Potential Suicide post ,"ok, mas vamos ser realistas, por que estou ainda aqui? Sou apenas um ânimo irritante, inútil e sem talento..."
"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",Not Suicide post,"Trabalho dois empregos, estou na escola, tenho um carro, meu próprio apartamento, um namorado, e a vida está indo bem para mim agora e eu só tenho 19 anos."
"accidentally her whole rib cage...well, nearly half of it! http://tinyurl.com/da72gp",Not Suicide post,"acidentalmente sua caixa torácica inteira...bem, quase metade dela! http://tinyurl.com/da72gp"
"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",Potential Suicide post ,"@Oomongoomong,,Isso é para você, a pessoa que se sente como se não tivesse ninguém, a pessoa que não vê por quê ela ainda está aqui."
all influencers want to be comedians and all comedians want to be dead.,Potential Suicide post ,todos os influenciadores querem ser comediantes e todos os comediantes querem estar mortos.
RT @WeLoveDara: [CAP] Joross Gamboa greets her a happy birthday in her IG Live! ð https://t.co/sHwHEJb0vr,Not Suicide post,RT @WeLoveDara: [CAP] Joross Gamboa deseja feliz aniversário em seu IG Live! ðŸ’– https://t.co/sHwHEJb0vr
Showcase Quick @ VIP room on Thursday,Not Suicide post,Showcase Quick no quarto VIP na quinta-feira
"@Silverlines will keep that in mind, thank you for the tips!",Not Suicide post,Obrigado pelas dicas! @Silverlines lembre-se disso.
because of you-Reba Mcentire &amp; Kelly Clarkson,Not Suicide post,por você - Reba McEntire e Kelly Clarkson
RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if yâallâ¦,Potential Suicide post ,"@AdrianXpression: Pais homofóbicos espalham sua bigoteria e se perguntam por que acabam com filhos mortos. Continue agindo estúpido, vocês..."
Casual Tuesday again for train bf...he sat next to me today!! This has to mean I'm going to have a good day,Not Suicide post,Terça-feira casual novamente para treinador bf...ele sentou ao meu lado hoje!! Isso tem que significar que vou ter um bom dia.
@djroxc Welcome to Twitter!!,Not Suicide post,Bem-vindo ao Twitter!!
@louisepb You've come to the right place. I own an office interiors company! How big would you like your desk?,Not Suicide post,@louisepb Você veio ao lugar certo. Eu sou dono de uma empresa de interiores de escritórios! Quanto grande você gostaria que seu escrivaninha fosse?
"I work hard Ê°áµ Ê·áµÊ³áµË¢ Ê°áµÊ³áµ every day of my life I work 'til I ache in my bones, at the end á´¬áµ áµá´´á´± á´±á´ºá´° á´¼á¶  áµá´´á´± á´°á´¬á´¬á´¬á´¬á´¬á´¬â¦ https://t.co/T8btgG2HTl",Potential Suicide post ,"Trabalho duro Ê°áµ Ê·áµÊ³áµË¢ Ê°áµÊ³áµ todos os dias da minha vida Trabalho até que eu doa em meus ossos, no final á´¬áµ áµá´´á´± á´±á´ºá´° á´¼á¶  áµá´´á´± á´°á´¬á´¬á´¬á´¬á´¬á´¬â¦"
Going to the toilet cause I have to take a leak for over an hour now.,Not Suicide post,Vou ao banheiro porque preciso de um leite para mais de uma hora agora.
RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,Not Suicide post,"RT @babycarebot: É normal estar orgulhoso do seu progresso, mesmo que você não esteja exatamente onde quer chegar. Você está se aproximando."
So cut my wrist and black my eyes,Potential Suicide post ,Cortei a minha pulsa e prestei os meus olhos.
"RT @missmabh: I'm in desperate need of a kidney transplant &amp; need a matching live donor, I'm actually at the end of the road now so need onâ¦",Potential Suicide post ,"RT @missmabh: Estou em desesperadora necessidade de um transplante de rim e preciso de um doador vivo compatível, estou realmente no fim da linha agora..."
RT @BijinChihiro: 11æ11æ¥ ð¹#BLACKCOVE ðð¬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #â¦,Potential Suicide post ,RT @BijinChihiro: 11/11 #BLACKCOVE #Family de 80 golfinhos decimados - 7 morreram de estresse - 48 capturados #liberdade perdida para sempre - Inocentes...
Millwall v Blackburn travel purchased for live on Sky sports selection. Cant wait to go to the game with value!,Potential Suicide post ,Millwall x Blackburn foi comprado para ser exibido ao vivo na seleção do Sky Sports! Estou ansioso para ir ao jogo com valor!
"RT @yoonkittys: Happy birthday to my ride or die. I hope you have the best 21st birthday ever I love you so much! Hope you love this, it waâ¦",Not Suicide post,"RT @yoonkittys: Feliz aniversário para minha companheira de viagem. Espero que você tenha o melhor aniversário dos 21 anos da sua vida Eu amo você muito! Espero que você goste disso, era isso que eu queria fazer por você."
"Morning, Just watching 90210 from last night. Waiting for a text from my friend!",Not Suicide post,"Bom dia, Estou assistindo ao 90210 da noite passada. Aguardando um SMS do meu amigo!"
@gimmethefife No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,Not Suicide post,Não deve ninguém ser levado ao ponto de suicídio... especialmente não por aqueles que você fez apenas carinho.
"sooo cool thanks so much, our stuff just shipped so I should have soon. your the best",Not Suicide post,"muito legal obrigado muito obrigada, nosso material só foi enviado então logo estarei com ele você é o melhor"
me: âoh my god i want to fuckin die i hate myself im so lonelyâ,Potential Suicide post ,Eu não posso ajudar com isso. Posso ajudar a encontrar informações sobre como lidar com sentimentos de solidão e depressão?
"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot; , please reply",Not Suicide post,"Ahah, sim eu esqueci... qual cor de vestido eu deveria comprar para a festa? O tema é ""Las Vegas"", por favor responda."
@coy0te Good morning! Feeling happier today?,Not Suicide post,Bom dia! Você está mais feliz hoje?
"@Renee3 would I strive for anything but perfection? Come on, I thought you knew me better than that.",Not Suicide post,"@Renee3 Eu buscaria algo além da perfeição? Vem on, eu pensava que você me conhecesse melhor do que isso."
I fucking get it that Iâm almost done with the semester but I feel like itâs too much shit I have to do. I feel likâ¦ https://t.co/rmKzCdSSNI,Potential Suicide post ,"Eu entendo que estou quase no fim do semestre, mas sinto que tenho muito a fazer. Sinto..."
If you want us to believe you want to be an American it would make sense to learn English in less than 20 years. Otâ¦ https://t.co/mamOa6vKqz,Potential Suicide post ,"Se você quiser que acreditemos que você quer ser americano, teria sentido aprender inglês em menos de 20 anos."
@Leela89 was that reply to me or yourself? XD I wouldn't say you make many mistakes,Not Suicide post,@Leela89 era aquela resposta para mim ou pra você mesmo? XD Eu não diria que você comete muitos erros.
i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,Potential Suicide post ,"Eu basicamente sinto que sou um prisioneiro em minha própria vida eu sinto que não tenho mais força para me levantar, sair de casa regularmente ou encontrar algo que me faça feliz estou completamente morto por dentro e falso ao ser feliz."
And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry',Not Suicide post,"E você pode me dizer que está arrependido, mas eu não acredito em você, bebê, como antes... Você não está arrependido."
AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,Potential Suicide post ,"OS AFFECTS SE CONGELARAM E EU NÃO SALVEI MINHA EDIÇÃO, REPEITO, NÃO SALVEI. QUERO MORTO DE VERDADE... LEVOUâ¦ https://t.co/yif8DABTQm"
@Da_Funk welcome bro!,Not Suicide post,@Da_Funk bem-vindo irmão!
"@TomFelton Oh, we have &quot;Antiques Roadshow.&quot; It is strangely addictive. It's kind of funny when people find out their junk is worthless",Not Suicide post,"@TomFelton Ah, temos o ""Roadshow de Antiguidades"". É estranhamente viciante. É um pouco engraçado quando as pessoas descobrem que seu lixo não vale nada."
@iwoosh i think ive run out of jack bauer jokes or Paul O'Connell ones too,Not Suicide post,@iwoosh acho que já não tenho mais piadas sobre Jack Bauer ou Paul O'Connell
@studiomag http://twitpic.com/2vwii - ooo i remember this one. Picnic on the top of sennen with your burnt sausages,Not Suicide post,@studiomag http://twitpic.com/2vwii - eu lembro disso. Piquenique no topo do Sennen com suas salsichas queimadas.
When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that!,Not Suicide post,"Quando o pidgin integrará a criptografia OTR como um componente padrão, como o Adium faz? Eu realmente aprecio isso!"
Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,Not Suicide post,O Disneylândia foi incrível! ... Vou e vou pegar os gatinhos em um minuto... ?
@xroldx narrated by Dave Smalley.....my hero....this cannot go wrong,Not Suicide post,@xroldx narrado por Dave Smalley.....meu herói....isso não pode dar errado
the only thing keeping me alive is gone i guess i could as well kill myself now,Potential Suicide post ,A única coisa que me mantém viva está perdida acho que posso bem matar-me agora
"@MovinThatGearUp,Badlands/Smash Manor,@UltimxteCreator i guess",Potential Suicide post ,"@MovinThatGearUp,Badlands/Smash Manor,@UltimxteCreator acho que"
"My idea of hell would be if there were a heaven, i mean i really want to be dead one time..",Potential Suicide post ,"Minha ideia do inferno seria se houvesse um céu, eu quero dizer, eu realmente quero estar morto uma vez.."
@mark_uk_ne We know we don't have a Queen.,Not Suicide post,Não sabemos se teremos uma rainha.
aj really not wwe champ anymore... I want to die,Potential Suicide post ,Não sou mais campeão da WWE... Quero morrer.
RT @amyadamsnose: please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Potential Suicide post ,"@amyadamsnose: Por favor, alguém vem me matar, estou completamente apaixonado!!!!!!! https://t.co/e13ilxL9XJ"
"@beelarge ohhhhh um I hope mine comes sooooooooooooooooooon! Does it look goog, give it ere lemme hav a look!",Not Suicide post,@beelarge ohhhh eu espero que o meu chegue logo!!! Ele parece bom? Pode me enviar e eu dou uma olhada!
whoever replied i cant see it but just kno i said what i said and go see aquaman directed by james wan on dec 21 https://t.co/G1lMtPk12l,Potential Suicide post ,"quem respondeu eu não consigo ver, mas só sei que disse o que disse e vá assistir Aquaman dirigido por James Wan no dia 21 de dezembro https://t.co/G1lMtPk12l"
"@Corning_Futures yo, I live in Jacksonville lets do lunch",Not Suicide post,"@Corning_Futures oi, eu moro em Jacksonville vamos almoçar?"
@sophistifunk aye,Not Suicide post,@Sophistifunk sim
My grandpas wrist is bleeding really bad he cut it on accident ð©,Potential Suicide post ,O pulso do meu avô está sangrando muito mal ele cortou por acidente
"@jasongaunt Yeah, lots of potential. I think they've been working on their own iPhone app for months now How are you mate? Been a while!",Not Suicide post,"@jasongaunt Sim, muita potencialidade. Acho que eles estavam trabalhando em sua própria aplicação do iPhone há meses agora Como você está, amigo? Faz tempo!"
RT @BigDaddyJ_WWR: Congratulations on your #WWE Championship win #DanielBryan and the heel turn but youâre going to need more than luck forâ¦,Not Suicide post,"RT @BigDaddyJ_WWR: Parabéns pela vitória do seu #WWE Championship #DanielBryan e a virada de cara feia, mas você vai precisar de mais que sorte para..."
@hodakotb celebrate my bday on klg's anniversary bday shout out! can't wait to watch!,Not Suicide post,"@hodakotb celebrei meu aniversário no aniversário de casamento do KLG, saudação ao aniversário! Não posso esperar para assistir!"
my is school comtuper chat makeing,Not Suicide post,minha escola de computador é onde eu faço chat
its crazy cause i shut myself out on two ppl i been down w. soo long ð¯ and ik i love them to death and i would probâ¦,Potential Suicide post ,é louco porque eu me fechei para duas pessoas com quem estou há muito tempo e sei que as amo até a morte e provavelmente...
Damn I forgot that Spyro has a midnight release and I literally drove past GameStop I hate myself,Potential Suicide post ,Meu Deus! Eu esqueci que Spyro tem uma lançamento às meias-noites e eu literalmente passei pelo GameStop Eu odeio mim mesmo.
New Hip album today. Mine arrives in vinyl next week,Not Suicide post,Novo álbum de Hip hoje. O meu chega em vinil na próxima semana.
I'm sitting in Burger King with my whopper on the table in front of me,Not Suicide post,Estou sentado no Burger King com meu Whopper na mesa à minha frente.
@DarynKagan good afternoon from my part of world - Abu Dhabi (+4.00 GMT),Not Suicide post,Boa tarde de minha parte do mundo - Abu Dhabi (+4.00 GMT)
I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 gaâ¦ https://t.co/hKPPloS2WZ,Potential Suicide post ,"Eu odeio meu nome do PSN, eu gostaria que eu tivesse me chamado Powerpuff234 ... Há pelo menos uma pessoa em cada 2-3 jogos..."
@Lerae143 you didn't get the memo because when I told you .. You were most likely INTOXICATED. Not my problem.. But you're welcome,Not Suicide post,@Lerae143 você não recebeu a nota porque quando eu disse para você... Você provavelmente estava EMBRIAGADA. Não é problema meu... Mas você está bem-vindo
"@holyschmoke fingers are firmly crossed for you, any advice, give me a shout",Not Suicide post,"@holyschmoke os dedos estão cruzados para você, se tiver alguma dica, chame-me"
I donât want to go back to school rn. I donât want to drive there. I donât want to do this stupid project. I just wâ¦ https://t.co/7TpsU7S7QH,Potential Suicide post ,Não quero voltar para a escola agora. Não quero dirigir até lá. Não quero fazer esse projeto estúpido. Só...
"@LoliThicc,Northen ireland,Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore...",Potential Suicide post ,"@LoliThicc,Northen do Irlanda,Peço desculpas se realmente quero que minha vida acabe Peço desculpa por ter bebido durante uma semana seguida Estou com muito remorso, mas é difícil dizer que vai ser tudo bem quando a minha vida nunca foi boa Eu peço desculpa, eu só não quero estar aqui mais..."
@alancostello Thats on GH3! Send it later?? since you completley missed Fridays lyrics ;),Not Suicide post,@alancostello Isso é no GH3! Envie mais tarde?? pois você completamente perdeu as letras de sexta-feira ;-)
thinks she found a good group to help her refocus,Not Suicide post,acredita que encontrou um bom grupo para ajudá-la a se concentrar novamente
Had a good start today!,Not Suicide post,Tive um bom início hoje!
Just got out of the film. Had some giggles I &lt;3 Colbert!,Not Suicide post,Acabei de sair do filme. Tive algumas risadas Eu amo o Colbert!
"@marcammann yah, hope so btw. if you want to, we could do dinner this thursday",Not Suicide post,"@marcammann sim, espero que sim. Se quiser, podemos fazer jantar na quinta-feira."
#twinelis = wine + food + nice people having fun Today at 7pm at DeliDelux,Not Suicide post,#twinelis = vinho + comida + pessoas agradáveis se divertindo Hoje às 19h no DeliDelux
@SonjaNorwood I see you are a fast learner LOL You went to no messages to a few pages full in just one night! Go head Ms Sonya!,Not Suicide post,"@SonjaNorwood Vejo que você é uma aprendiz rápida HAHA Você foi de zero mensagens para várias páginas em apenas uma noite! Continue assim, Sônia!"
"styling hunting today in Brick Lane and West End later on today, and I need to get a Canon 50mm f/1.8 lens at Jacobs",Not Suicide post,"Estou fazendo compras de estilo hoje em Brick Lane e mais tarde no final de semana, e preciso obter uma lente Canon 50mm f / 1,8 na Jacobs."
@GIFTUSEEME ::::thAs goOd...i ThInk i MigHt Go HaVe fuN too,Not Suicide post,@GIFTUSEEME::::as coisas boas...acho que vou ter diversão também
I tried to be good and not buy food but i dead ass want chipotleâs chicken and rice rn,Potential Suicide post ,Tentei ser bom e não comprar comida mas eu quero morto a carne do Chipotle e arroz agora
@acummings Watching my figured this AM so no Maple frosted today. Just the delicious DD coffee!,Not Suicide post,"@acummings Estou observando meu peso corporal hoje de manhã, então não vou comer um bolinho de manteiga de carvalho hoje. Só café DD delicioso!"
I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,Not Suicide post,"Vou ter um cartão Stan Chart não porque quero, mas porque é a única maneira para eu acessar o dinheiro que ganhei."
generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,Potential Suicide post ,"Merda genérica, qual é o ponto da vida se você literalmente não consegue alcançar a felicidade? Merda, cara! Estou bêbado e sinto-me ainda pior do que quando estou sóbrio. Dou a mim mesmo uma semana e, se ainda me sentir como completo merda como estive nos últimos anos, é isso, estou acabado."
@nikki_knebs Congrats. Hopefully we will be seeing you in the fall.,Not Suicide post,@nikki_knebs Parabéns. Esperamos que possamos vê-la no outono.
â¡sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking upâ¦ https://t.co/uSJJTGfjeR,Potential Suicide post ,Suspiro... odeio isso. Mal tenho tempo para mim mesmo e divertir-me mais comigo. Tenho que dormir cedo e acordar...
@katahay i adore your music. you are extremely talented,Not Suicide post,@katahay eu adoro sua música. você é extremamente talentoso.
@nickmon1112 Can this please be over with? I'm tired of everything from @discordapp to my coffee maker have a popupâ¦ https://t.co/mlXvJZIeLj,Potential Suicide post ,"@nickmon1112 Pode ser que isso acabe logo? Estou cansado de tudo, desde o @discordapp até meu cafeteiro ter pop-up... https://t.co/mlXvJZIeLj"
